"SRR925874","SRR925875","SRR925878","SRR925879","ens_gene","ext_gene"
33.661767421838,32.8375300009688,29.4119262607742,29.9832154395051,"ENSMUSG00000000001","Gnai3"
39.413604533556,33.7331289537165,35.3651570091686,31.6414434419659,"ENSMUSG00000000028","Cdc45"
8.05396633835539,7.67186285314509,4.64040657013348,5.41421021430688,"ENSMUSG00000000056","Narf"
16.7718296107676,11.5019711191571,7.78406691022842,5.82445554485296,"ENSMUSG00000000078","Klf6"
15.8451251614655,12.2206667351282,11.6725435326694,11.6877512483313,"ENSMUSG00000000085","Scmh1"
690.835143308158,638.675964899706,772.220157617851,758.196068036812,"ENSMUSG00000000088","Cox5a"
10.1771794954537,15.1784959272983,13.5138325678281,20.0234906356152,"ENSMUSG00000000120","Ngfr"
66.7697598519395,79.4866967303571,80.3687417493542,82.2675483895469,"ENSMUSG00000000131","Xpo6"
40.2429556765138,40.8832614534263,44.0971764733945,48.3556064542657,"ENSMUSG00000000134","Tfe3"
28.9223123993143,54.555702278772,26.9522516412501,19.2674524709933,"ENSMUSG00000000142","Axin2"
7.63787343188231,8.28674448878176,8.73184221626145,8.12870870957078,"ENSMUSG00000000148","Brat1"
17.0189964623031,13.523397282392,18.8540554969683,14.672398056566,"ENSMUSG00000000149","Gna12"
7.54822382029904,7.012347337799,1.81031361591676,2.13286375296005,"ENSMUSG00000000154","Slc22a18"
5.11448739896607,3.88886105568238,4.27247254866243,3.4621432603701,"ENSMUSG00000000167","Pih1d2"
31.3680703240798,31.118311360064,29.5275920937591,25.8775015434823,"ENSMUSG00000000168","Dlat"
95.5345472286777,81.8344912624452,83.2071684282069,83.9468164921734,"ENSMUSG00000000171","Sdhd"
40.3673640047314,46.625052629459,69.9658798356883,65.0074730538556,"ENSMUSG00000000194","Gpr107"
3.14674012933243,2.42035319823299,4.96895900477128,4.13883729138551,"ENSMUSG00000000244","Tspan32"
4.62174082845119,3.90547502790611,2.89832540600104,3.93959895101731,"ENSMUSG00000000253","Gmpr"
58.7252167732243,55.63919946526,64.4356059386446,56.7468384844991,"ENSMUSG00000000275","Trim25"
16.6867749898821,14.508555396652,19.4343357652394,16.7621039604602,"ENSMUSG00000000276","Dgke"
165.694575933052,160.899227499585,154.742933944289,152.09248378777,"ENSMUSG00000000278","Scpep1"
29.4230156969219,28.5456188333652,19.8246787439564,23.8312856115211,"ENSMUSG00000000282","Mnt"
36.401404666201,28.0113882120586,25.2719873807982,27.3118627358707,"ENSMUSG00000000295","Hddc2"
33.3778426738896,22.7827743663668,24.8828440538493,15.2222270466597,"ENSMUSG00000000296","Tpd52l1"
10.7861378489067,8.79686109565012,7.79191591947647,6.8164409305012,"ENSMUSG00000000301","Pemt"
203.030834905366,198.202672590632,188.403909355079,202.414061311371,"ENSMUSG00000000303","Cdh1"
2.80528181543349,4.82910520901938,8.59554646266353,5.53003986987198,"ENSMUSG00000000305","Cdh4"
18.6206699615156,16.7481800326983,7.23657071950122,7.30736479933164,"ENSMUSG00000000308","Ckmt1"
3.8227969003489,4.02695122562596,2.61033762130932,2.85636196714509,"ENSMUSG00000000320","Alox12"
18.9406190788134,21.7247693916291,29.4543471816698,20.8865058306794,"ENSMUSG00000000325","Arvcf"
33.4150085281143,51.430192690764,50.4804927400702,57.7232960917954,"ENSMUSG00000000326","Comt"
33.0907305506802,32.1268874758929,31.5014365433816,29.5998154870878,"ENSMUSG00000000339","Rtca"
22.6418676200615,22.8063344416421,27.558999654716,19.8388484505068,"ENSMUSG00000000340","Dbt"
77.4273221641245,74.8562874884857,73.2432270210845,66.3863186196773,"ENSMUSG00000000355","Mcts1"
67.312160257474,44.6647466893991,67.2701532590743,69.3308554555368,"ENSMUSG00000000365","Rnf17"
11.5032720054404,11.0466106963558,12.0086618326273,9.20027475631595,"ENSMUSG00000000374","Trappc10"
24.3064300787228,23.7878972323622,15.0926201815155,12.3431084397934,"ENSMUSG00000000378","Ccm2"
114.41952695988,132.897192108902,138.874496220918,138.687889611008,"ENSMUSG00000000384","Tbrg4"
1.19095934299435,1.00438325244869,3.02500877532747,2.0221858246383,"ENSMUSG00000000386","Mx1"
83.155815032541,78.2603046797858,57.7989855449141,60.5351647487463,"ENSMUSG00000000399","Ndufa9"
4.82571492371421,3.5634859251173,4.03013510150548,3.91437551079522,"ENSMUSG00000000402","Egfl6"
8.94863139631173,13.0115509802233,10.5009456725874,15.0556841221402,"ENSMUSG00000000409","Lck"
3.55478791425006,5.65387284799059,3.73426417223464,2.59696872231163,"ENSMUSG00000000416","Cttnbp2"
33.6285344398896,29.1477910162583,33.9689251060758,36.970073568514,"ENSMUSG00000000420","Galnt1"
27.4080132038278,23.5041781353762,21.1676441119293,17.9012284654058,"ENSMUSG00000000439","Mkrn2"
58.7325373550232,60.6627967376894,56.2842844689637,65.6160575227463,"ENSMUSG00000000441","Raf1"
247.386214955328,242.432148429102,176.281185031072,237.414603259143,"ENSMUSG00000000486","Sept1"
7.44172945054392,6.74873831047554,5.6405884097341,4.11115660792486,"ENSMUSG00000000538","Tom1l2"
70.4268795205671,57.563366216742,46.1318212865878,48.7762699683839,"ENSMUSG00000000544","Gpa33"
28.4601370508231,20.0816206992752,23.0801781828543,23.7729420675176,"ENSMUSG00000000555","Itga5"
1.20031248044132,2.1239489488042,1.05933520619554,1.43398268414445,"ENSMUSG00000000560","Gabra2"
87.5641215319152,87.4136328333126,110.54469484373,99.2279028788635,"ENSMUSG00000000561","Wdr77"
2.04860302639268,1.99746754566321,2.63393940820562,3.07723554240032,"ENSMUSG00000000562","Adora3"
344.393528397594,431.940820109998,309.488792820769,394.806783126314,"ENSMUSG00000000563","Atp5pb"
339.325276404079,499.356373608146,501.131404111647,501.783806980198,"ENSMUSG00000000568","Hnrnpd"
31.5886665878131,22.6332035976877,36.4588093224769,35.0031880134504,"ENSMUSG00000000579","Dynlt1c"
54.4793449905073,60.1463283109746,61.3626693575332,40.3465280371436,"ENSMUSG00000000581","C1d"
33.7061173413478,21.4045256324596,21.1040867787707,20.0357371763042,"ENSMUSG00000000594","Gm2a"
58.9150000683507,52.1904544321929,52.3745225414799,52.4294932315581,"ENSMUSG00000000600","Krit1"
4.22572581963858,3.04380016359294,3.18072111725746,1.87708691362309,"ENSMUSG00000000605","Clcn4"
1.74126244435822,2.23244178762971,3.03510765822464,2.07929826566752,"ENSMUSG00000000627","Sema4f"
92.4825594131997,94.4398727510048,80.9382207217108,87.7167459313968,"ENSMUSG00000000628","Hk2"
52.8863310752908,49.8418203541333,45.644636819234,42.7893005514847,"ENSMUSG00000000631","Myo18a"
2.72416063629586,1.53232870692414,4.22632624317737,2.41268903407813,"ENSMUSG00000000693","Loxl3"
36.7933698017237,34.7676703221932,30.2966217099945,27.3556275865514,"ENSMUSG00000000708","Kat2b"
52.0010231208158,47.2842105096516,33.812572188126,30.37393330628,"ENSMUSG00000000711","Rab5b"
2.50827777737494,3.97821889958054,2.99814931286833,2.6133742554869,"ENSMUSG00000000724","Cryba1"
55.232137295906,73.4450791614453,52.2915151469095,62.6385058842343,"ENSMUSG00000000730","Dnmt3l"
41.9322861104661,20.7912278874275,7.98518349419844,16.9945641307254,"ENSMUSG00000000731","Aire"
10.9428239654582,9.81232713593533,10.7052962507507,10.2953847565869,"ENSMUSG00000000732","Icosl"
43.3562007282979,42.5723512966141,47.8027486192911,43.2980428703587,"ENSMUSG00000000738","Spg7"
6.29110424262719,4.95319790492209,6.98734707808669,6.12861513690391,"ENSMUSG00000000739","Sult5a1"
3697.75098352415,3016.098238868,2537.28463826239,2685.05102012289,"ENSMUSG00000000740","Rpl13"
31.6213653507578,42.5737296838051,33.3355633102132,32.6868211856277,"ENSMUSG00000000743","Chmp1a"
144.004678386511,162.080312818868,138.513114409473,147.072052423201,"ENSMUSG00000000751","Rpa1"
5.90799107528913,2.23113224673403,1.55926966068788,1.47858581466753,"ENSMUSG00000000753","Serpinf1"
21.7608565622584,18.7691466648308,19.9274348248529,22.5080246127035,"ENSMUSG00000000759","Tubgcp3"
25.2098262501299,23.0909850846171,20.7447534167803,20.1596603450977,"ENSMUSG00000000782","Tcf7"
174.391867730938,187.995177404474,170.472716901739,161.721755410343,"ENSMUSG00000000787","Ddx3x"
22.9853893381135,32.7229051978537,23.4511975763953,17.8159386251578,"ENSMUSG00000000804","Usp32"
4.41120139480166,4.87411544565865,2.99011123847491,2.79859790578381,"ENSMUSG00000000811","Txnrd3"
24.2763543610486,25.8454174120493,33.9891062461009,38.1688927899592,"ENSMUSG00000000823","Zfp512b"
